Place,Country,Name,Age,RT,Status,Time,50 Split,100 Split,Event,Round
1,HUN,Kristof MILAK,24,0.65,GOLD,49.90,23.40,26.50,Mens 100M Butterfly,Finals
2,CAN,Josh LIENDO,21,0.62,SILVER,49.99,23.24,26.75,Mens 100M Butterfly,Finals
3,CAN,Ilya KHARUN,19,0.64,BRONZE,50.45,23.73,26.72,Mens 100M Butterfly,Finals
4,SUI,Noe PONTI,23,0.63,FINALIST,50.55,23.70,26.85,Mens 100M Butterfly,Finals
5,FRA,Maxime GROUSSET,25,0.61,FINALIST,50.75,23.26,27.49,Mens 100M Butterfly,Finals
6,NED,Nyls KORSTANJE,25,0.61,FINALIST,50.83,23.23,27.60,Mens 100M Butterfly,Finals
7,AUS,Matthew TEMPLE,25,0.63,FINALIST,51.10,23.59,27.51,Mens 100M Butterfly,Finals
8,JPN,Naoki MIZUNUMA,27,0.68,FINALIST,51.11,24.03,27.08,Mens 100M Butterfly,Finals
